epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
196816,AK,ALASKA,STATE,MUMPS,2,0.7
196836,AK,ALASKA,STATE,MUMPS,2,0.7
196928,AK,ALASKA,STATE,MUMPS,2,0.68
196929,AK,ALASKA,STATE,MUMPS,2,0.68
197031,AK,ALASKA,STATE,MUMPS,2,0.63
197047,AK,ALASKA,STATE,MUMPS,2,0.63
197050,AK,ALASKA,STATE,MUMPS,2,0.63
197116,AK,ALASKA,STATE,MUMPS,2,0.62
197120,AK,ALASKA,STATE,MUMPS,2,0.62
197121,AK,ALASKA,STATE,MUMPS,2,0.62
197125,AK,ALASKA,STATE,MUMPS,2,0.62
197127,AK,ALASKA,STATE,MUMPS,2,0.62
197138,AK,ALASKA,STATE,MUMPS,2,0.62
197140,AK,ALASKA,STATE,MUMPS,2,0.62
197208,AK,ALASKA,STATE,MUMPS,2,0.61
197221,AK,ALASKA,STATE,MUMPS,2,0.61
197231,AK,ALASKA,STATE,MUMPS,2,0.61
197336,AK,ALASKA,STATE,MUMPS,2,0.59
197409,AK,ALASKA,STATE,MUMPS,2,0.53
197412,AK,ALASKA,STATE,MUMPS,2,0.53
197414,AK,ALASKA,STATE,MUMPS,2,0.53
197420,AK,ALASKA,STATE,MUMPS,2,0.53
197426,AK,ALASKA,STATE,MUMPS,2,0.53
197436,AK,ALASKA,STATE,MUMPS,2,0.53
197440,AK,ALASKA,STATE,MUMPS,2,0.53
197451,AK,ALASKA,STATE,MUMPS,2,0.53
197502,AK,ALASKA,STATE,MUMPS,2,0.5
197503,AK,ALASKA,STATE,MUMPS,2,0.5
197512,AK,ALASKA,STATE,MUMPS,2,0.5
197517,AK,ALASKA,STATE,MUMPS,2,0.5
197533,AK,ALASKA,STATE,MUMPS,2,0.5
197540,AK,ALASKA,STATE,MUMPS,2,0.5
197543,AK,ALASKA,STATE,MUMPS,2,0.5
197610,AK,ALASKA,STATE,MUMPS,2,0.5
197618,AK,ALASKA,STATE,MUMPS,2,0.5
197711,AK,ALASKA,STATE,MUMPS,2,0.49
197738,AK,ALASKA,STATE,MUMPS,2,0.49
197740,AK,ALASKA,STATE,MUMPS,2,0.49
197805,AK,ALASKA,STATE,MUMPS,2,0.5
197942,AK,ALASKA,STATE,MUMPS,2,0.5
197951,AK,ALASKA,STATE,MUMPS,2,0.5
198010,AK,ALASKA,STATE,MUMPS,2,0.48
198111,AK,ALASKA,STATE,MUMPS,2,0.44
198144,AK,ALASKA,STATE,MUMPS,2,0.44
198208,AK,ALASKA,STATE,MUMPS,2,0.41
198209,AK,ALASKA,STATE,MUMPS,2,0.41
198331,AK,ALASKA,STATE,MUMPS,2,0.39
198403,AK,ALASKA,STATE,MUMPS,2,0.38
198442,AK,ALASKA,STATE,MUMPS,2,0.38
198533,AK,ALASKA,STATE,MUMPS,2,0.37
198616,AK,ALASKA,STATE,MUMPS,2,0.37
198640,AK,ALASKA,STATE,MUMPS,2,0.37
198648,AK,ALASKA,STATE,MUMPS,2,0.37
198710,AK,ALASKA,STATE,MUMPS,2,0.37
198720,AK,ALASKA,STATE,MUMPS,2,0.37
198814,AK,ALASKA,STATE,MUMPS,2,0.37
198840,AK,ALASKA,STATE,MUMPS,2,0.37
199052,AK,ALASKA,STATE,MUMPS,2,0.36
199126,AK,ALASKA,STATE,MUMPS,2,0.35
199242,AK,ALASKA,STATE,MUMPS,2,0.34
199314,AK,ALASKA,STATE,MUMPS,2,0.33
199334,AK,ALASKA,STATE,MUMPS,2,0.33
199511,AK,ALASKA,STATE,MUMPS,2,0.33
199515,AK,ALASKA,STATE,MUMPS,2,0.33
199803,AK,ALASKA,STATE,MUMPS,2,0.32
200015,AK,ALASKA,STATE,MUMPS,2,0.32
200025,AK,ALASKA,STATE,MUMPS,2,0.32
196834,AK,ALASKA,STATE,MUMPS,3,1.05
196842,AK,ALASKA,STATE,MUMPS,3,1.05
196905,AK,ALASKA,STATE,MUMPS,3,1.01
196910,AK,ALASKA,STATE,MUMPS,3,1.01
196930,AK,ALASKA,STATE,MUMPS,3,1.01
197001,AK,ALASKA,STATE,MUMPS,3,0.95
197025,AK,ALASKA,STATE,MUMPS,3,0.95
197105,AK,ALASKA,STATE,MUMPS,3,0.92
197113,AK,ALASKA,STATE,MUMPS,3,0.92
197124,AK,ALASKA,STATE,MUMPS,3,0.92
197133,AK,ALASKA,STATE,MUMPS,3,0.92
197144,AK,ALASKA,STATE,MUMPS,3,0.92
197209,AK,ALASKA,STATE,MUMPS,3,0.91
197327,AK,ALASKA,STATE,MUMPS,3,0.88
197331,AK,ALASKA,STATE,MUMPS,3,0.88
197339,AK,ALASKA,STATE,MUMPS,3,0.88
197351,AK,ALASKA,STATE,MUMPS,3,0.88
197352,AK,ALASKA,STATE,MUMPS,3,0.88
197413,AK,ALASKA,STATE,MUMPS,3,0.8
197506,AK,ALASKA,STATE,MUMPS,3,0.75
197551,AK,ALASKA,STATE,MUMPS,3,0.75
197608,AK,ALASKA,STATE,MUMPS,3,0.74
197611,AK,ALASKA,STATE,MUMPS,3,0.74
197643,AK,ALASKA,STATE,MUMPS,3,0.74
197702,AK,ALASKA,STATE,MUMPS,3,0.74
197750,AK,ALASKA,STATE,MUMPS,3,0.74
197918,AK,ALASKA,STATE,MUMPS,3,0.75
198137,AK,ALASKA,STATE,MUMPS,3,0.67
198250,AK,ALASKA,STATE,MUMPS,3,0.61
199118,AK,ALASKA,STATE,MUMPS,3,0.53
199147,AK,ALASKA,STATE,MUMPS,3,0.53
196828,AK,ALASKA,STATE,MUMPS,4,1.4
196831,AK,ALASKA,STATE,MUMPS,4,1.4
196909,AK,ALASKA,STATE,MUMPS,4,1.35
196920,AK,ALASKA,STATE,MUMPS,4,1.35
196927,AK,ALASKA,STATE,MUMPS,4,1.35
196932,AK,ALASKA,STATE,MUMPS,4,1.35
196941,AK,ALASKA,STATE,MUMPS,4,1.35
196943,AK,ALASKA,STATE,MUMPS,4,1.35
197013,AK,ALASKA,STATE,MUMPS,4,1.27
197026,AK,ALASKA,STATE,MUMPS,4,1.27
197114,AK,ALASKA,STATE,MUMPS,4,1.23
197115,AK,ALASKA,STATE,MUMPS,4,1.23
197142,AK,ALASKA,STATE,MUMPS,4,1.23
197150,AK,ALASKA,STATE,MUMPS,4,1.23
197332,AK,ALASKA,STATE,MUMPS,4,1.17
197335,AK,ALASKA,STATE,MUMPS,4,1.17
197418,AK,ALASKA,STATE,MUMPS,4,1.06
197437,AK,ALASKA,STATE,MUMPS,4,1.06
197609,AK,ALASKA,STATE,MUMPS,4,0.99
197647,AK,ALASKA,STATE,MUMPS,4,0.99
197651,AK,ALASKA,STATE,MUMPS,4,0.99
197710,AK,ALASKA,STATE,MUMPS,4,0.99
197907,AK,ALASKA,STATE,MUMPS,4,1.0
198142,AK,ALASKA,STATE,MUMPS,4,0.89
198303,AK,ALASKA,STATE,MUMPS,4,0.78
198443,AK,ALASKA,STATE,MUMPS,4,0.75
199531,AK,ALASKA,STATE,MUMPS,4,0.66
196825,AK,ALASKA,STATE,MUMPS,5,1.75
196833,AK,ALASKA,STATE,MUMPS,5,1.75
196838,AK,ALASKA,STATE,MUMPS,5,1.75
196841,AK,ALASKA,STATE,MUMPS,5,1.75
196933,AK,ALASKA,STATE,MUMPS,5,1.69
196940,AK,ALASKA,STATE,MUMPS,5,1.69
197103,AK,ALASKA,STATE,MUMPS,5,1.54
197107,AK,ALASKA,STATE,MUMPS,5,1.54
197146,AK,ALASKA,STATE,MUMPS,5,1.54
197149,AK,ALASKA,STATE,MUMPS,5,1.54
197152,AK,ALASKA,STATE,MUMPS,5,1.54
197204,AK,ALASKA,STATE,MUMPS,5,1.51
197215,AK,ALASKA,STATE,MUMPS,5,1.51
197239,AK,ALASKA,STATE,MUMPS,5,1.51
197245,AK,ALASKA,STATE,MUMPS,5,1.51
197321,AK,ALASKA,STATE,MUMPS,5,1.47
197404,AK,ALASKA,STATE,MUMPS,5,1.33
197411,AK,ALASKA,STATE,MUMPS,5,1.33
197421,AK,ALASKA,STATE,MUMPS,5,1.33
197435,AK,ALASKA,STATE,MUMPS,5,1.33
197522,AK,ALASKA,STATE,MUMPS,5,1.25
196805,AK,ALASKA,STATE,MUMPS,6,2.11
196811,AK,ALASKA,STATE,MUMPS,6,2.11
196819,AK,ALASKA,STATE,MUMPS,6,2.11
196835,AK,ALASKA,STATE,MUMPS,6,2.11
197041,AK,ALASKA,STATE,MUMPS,6,1.9
197111,AK,ALASKA,STATE,MUMPS,6,1.85
197118,AK,ALASKA,STATE,MUMPS,6,1.85
197201,AK,ALASKA,STATE,MUMPS,6,1.82
197244,AK,ALASKA,STATE,MUMPS,6,1.82
197328,AK,ALASKA,STATE,MUMPS,6,1.76
197704,AK,ALASKA,STATE,MUMPS,6,1.48
198021,AK,ALASKA,STATE,MUMPS,6,1.43
196801,AK,ALASKA,STATE,MUMPS,7,2.46
196802,AK,ALASKA,STATE,MUMPS,7,2.46
196817,AK,ALASKA,STATE,MUMPS,7,2.46
196925,AK,ALASKA,STATE,MUMPS,7,2.36
196938,AK,ALASKA,STATE,MUMPS,7,2.36
197023,AK,ALASKA,STATE,MUMPS,7,2.22
197029,AK,ALASKA,STATE,MUMPS,7,2.22
197304,AK,ALASKA,STATE,MUMPS,7,2.05
197410,AK,ALASKA,STATE,MUMPS,7,1.86
197419,AK,ALASKA,STATE,MUMPS,7,1.86
197720,AK,ALASKA,STATE,MUMPS,7,1.73
196809,AK,ALASKA,STATE,MUMPS,8,2.81
196840,AK,ALASKA,STATE,MUMPS,8,2.81
196942,AK,ALASKA,STATE,MUMPS,8,2.7
197011,AK,ALASKA,STATE,MUMPS,8,2.54
197106,AK,ALASKA,STATE,MUMPS,8,2.47
197243,AK,ALASKA,STATE,MUMPS,8,2.42
197252,AK,ALASKA,STATE,MUMPS,8,2.42
197314,AK,ALASKA,STATE,MUMPS,8,2.35
197334,AK,ALASKA,STATE,MUMPS,8,2.35
197346,AK,ALASKA,STATE,MUMPS,8,2.35
197403,AK,ALASKA,STATE,MUMPS,8,2.13
197408,AK,ALASKA,STATE,MUMPS,8,2.13
196803,AK,ALASKA,STATE,MUMPS,9,3.16
196820,AK,ALASKA,STATE,MUMPS,9,3.16
196824,AK,ALASKA,STATE,MUMPS,9,3.16
196827,AK,ALASKA,STATE,MUMPS,9,3.16
196839,AK,ALASKA,STATE,MUMPS,9,3.16
197014,AK,ALASKA,STATE,MUMPS,9,2.85
197016,AK,ALASKA,STATE,MUMPS,9,2.85
197210,AK,ALASKA,STATE,MUMPS,9,2.72
197401,AK,ALASKA,STATE,MUMPS,9,2.39
196818,AK,ALASKA,STATE,MUMPS,10,3.51
196832,AK,ALASKA,STATE,MUMPS,10,3.51
196913,AK,ALASKA,STATE,MUMPS,10,3.38
197250,AK,ALASKA,STATE,MUMPS,10,3.03
197323,AK,ALASKA,STATE,MUMPS,10,2.93
197342,AK,ALASKA,STATE,MUMPS,10,2.93
197402,AK,ALASKA,STATE,MUMPS,10,2.66
197422,AK,ALASKA,STATE,MUMPS,10,2.66
196829,AK,ALASKA,STATE,MUMPS,11,3.86
196844,AK,ALASKA,STATE,MUMPS,11,3.86
196848,AK,ALASKA,STATE,MUMPS,11,3.86
196850,AK,ALASKA,STATE,MUMPS,11,3.86
196915,AK,ALASKA,STATE,MUMPS,11,3.72
196952,AK,ALASKA,STATE,MUMPS,11,3.72
197308,AK,ALASKA,STATE,MUMPS,11,3.23
197350,AK,ALASKA,STATE,MUMPS,11,3.23
196837,AK,ALASKA,STATE,MUMPS,12,4.21
196926,AK,ALASKA,STATE,MUMPS,12,4.05
197003,AK,ALASKA,STATE,MUMPS,12,3.8
197021,AK,ALASKA,STATE,MUMPS,12,3.8
197205,AK,ALASKA,STATE,MUMPS,12,3.63
197207,AK,ALASKA,STATE,MUMPS,12,3.63
197301,AK,ALASKA,STATE,MUMPS,12,3.52
197307,AK,ALASKA,STATE,MUMPS,12,3.52
197309,AK,ALASKA,STATE,MUMPS,12,3.52
196821,AK,ALASKA,STATE,MUMPS,13,4.56
196823,AK,ALASKA,STATE,MUMPS,13,4.56
196851,AK,ALASKA,STATE,MUMPS,13,4.56
197018,AK,ALASKA,STATE,MUMPS,13,4.12
197019,AK,ALASKA,STATE,MUMPS,13,4.12
197337,AK,ALASKA,STATE,MUMPS,13,3.81
196847,AK,ALASKA,STATE,MUMPS,14,4.91
197015,AK,ALASKA,STATE,MUMPS,14,4.44
197211,AK,ALASKA,STATE,MUMPS,15,4.54
197322,AK,ALASKA,STATE,MUMPS,15,4.4
196810,AK,ALASKA,STATE,MUMPS,16,5.61
196822,AK,ALASKA,STATE,MUMPS,16,5.61
196826,AK,ALASKA,STATE,MUMPS,16,5.61
196846,AK,ALASKA,STATE,MUMPS,16,5.61
196939,AK,ALASKA,STATE,MUMPS,16,5.41
197009,AK,ALASKA,STATE,MUMPS,16,5.07
197347,AK,ALASKA,STATE,MUMPS,17,4.98
196806,AK,ALASKA,STATE,MUMPS,18,6.32
197213,AK,ALASKA,STATE,MUMPS,18,5.45
196830,AK,ALASKA,STATE,MUMPS,19,6.67
197302,AK,ALASKA,STATE,MUMPS,19,5.57
197305,AK,ALASKA,STATE,MUMPS,19,5.57
197317,AK,ALASKA,STATE,MUMPS,19,5.57
197514,AK,ALASKA,STATE,MUMPS,19,4.74
197340,AK,ALASKA,STATE,MUMPS,20,5.86
197348,AK,ALASKA,STATE,MUMPS,20,5.86
197005,AK,ALASKA,STATE,MUMPS,21,6.66
196852,AK,ALASKA,STATE,MUMPS,22,7.72
196947,AK,ALASKA,STATE,MUMPS,22,7.43
197345,AK,ALASKA,STATE,MUMPS,22,6.45
196904,AK,ALASKA,STATE,MUMPS,23,7.77
197247,AK,ALASKA,STATE,MUMPS,23,6.96
197316,AK,ALASKA,STATE,MUMPS,23,6.74
197318,AK,ALASKA,STATE,MUMPS,23,6.74
197319,AK,ALASKA,STATE,MUMPS,23,6.74
197017,AK,ALASKA,STATE,MUMPS,24,7.61
197246,AK,ALASKA,STATE,MUMPS,24,7.26
196808,AK,ALASKA,STATE,MUMPS,25,8.77
197325,AK,ALASKA,STATE,MUMPS,25,7.33
197326,AK,ALASKA,STATE,MUMPS,26,7.62
196807,AK,ALASKA,STATE,MUMPS,27,9.47
196843,AK,ALASKA,STATE,MUMPS,27,9.47
196948,AK,ALASKA,STATE,MUMPS,27,9.12
197312,AK,ALASKA,STATE,MUMPS,27,7.92
196949,AK,ALASKA,STATE,MUMPS,28,9.46
196950,AK,ALASKA,STATE,MUMPS,29,9.8
197249,AK,ALASKA,STATE,MUMPS,29,8.77
196804,AK,ALASKA,STATE,MUMPS,30,10.53
196814,AK,ALASKA,STATE,MUMPS,30,10.53
196845,AK,ALASKA,STATE,MUMPS,30,10.53
197022,AK,ALASKA,STATE,MUMPS,30,9.51
197010,AK,ALASKA,STATE,MUMPS,31,9.83
197311,AK,ALASKA,STATE,MUMPS,31,9.09
197004,AK,ALASKA,STATE,MUMPS,32,10.14
197313,AK,ALASKA,STATE,MUMPS,32,9.38
197324,AK,ALASKA,STATE,MUMPS,32,9.38
197341,AK,ALASKA,STATE,MUMPS,32,9.38
196813,AK,ALASKA,STATE,MUMPS,33,11.58
197303,AK,ALASKA,STATE,MUMPS,33,9.68
197444,AK,ALASKA,STATE,MUMPS,34,9.04
196815,AK,ALASKA,STATE,MUMPS,35,12.28
197251,AK,ALASKA,STATE,MUMPS,37,11.19
197344,AK,ALASKA,STATE,MUMPS,37,10.85
196902,AK,ALASKA,STATE,MUMPS,38,12.84
196944,AK,ALASKA,STATE,MUMPS,38,12.84
197315,AK,ALASKA,STATE,MUMPS,38,11.14
196812,AK,ALASKA,STATE,MUMPS,39,13.68
197349,AK,ALASKA,STATE,MUMPS,39,11.43
196906,AK,ALASKA,STATE,MUMPS,42,14.19
196849,AK,ALASKA,STATE,MUMPS,46,16.139999
196917,AK,ALASKA,STATE,MUMPS,51,17.23
196908,AK,ALASKA,STATE,MUMPS,59,19.93
197310,AK,ALASKA,STATE,MUMPS,60,17.59
196922,AK,ALASKA,STATE,MUMPS,71,23.99
196951,AK,ALASKA,STATE,MUMPS,78,26.35
197320,AK,ALASKA,STATE,MUMPS,82,24.040001
196912,AK,ALASKA,STATE,MUMPS,90,30.41
196945,AK,ALASKA,STATE,MUMPS,90,30.41
196921,AK,ALASKA,STATE,MUMPS,100,33.779999
195045,AK,ALASKA,STATE,POLIO,2,1.48
195046,AK,ALASKA,STATE,POLIO,2,1.48
195049,AK,ALASKA,STATE,POLIO,2,1.48
195102,AK,ALASKA,STATE,POLIO,2,1.27
195139,AK,ALASKA,STATE,POLIO,2,1.27
195409,AK,ALASKA,STATE,POLIO,2,0.93
195411,AK,ALASKA,STATE,POLIO,2,0.93
195425,AK,ALASKA,STATE,POLIO,2,0.93
195426,AK,ALASKA,STATE,POLIO,2,0.93
195510,AK,ALASKA,STATE,POLIO,2,0.9
195530,AK,ALASKA,STATE,POLIO,2,0.9
195531,AK,ALASKA,STATE,POLIO,2,0.9
195532,AK,ALASKA,STATE,POLIO,2,0.9
195536,AK,ALASKA,STATE,POLIO,2,0.9
195541,AK,ALASKA,STATE,POLIO,2,0.9
195545,AK,ALASKA,STATE,POLIO,2,0.9
195620,AK,ALASKA,STATE,POLIO,2,0.89
195934,AK,ALASKA,STATE,POLIO,2,0.89
195947,AK,ALASKA,STATE,POLIO,2,0.89
195038,AK,ALASKA,STATE,POLIO,3,2.22
195044,AK,ALASKA,STATE,POLIO,3,2.22
195105,AK,ALASKA,STATE,POLIO,3,1.9
195111,AK,ALASKA,STATE,POLIO,3,1.9
195412,AK,ALASKA,STATE,POLIO,3,1.4
195417,AK,ALASKA,STATE,POLIO,3,1.4
195423,AK,ALASKA,STATE,POLIO,3,1.4
195446,AK,ALASKA,STATE,POLIO,3,1.4
195539,AK,ALASKA,STATE,POLIO,3,1.35
195542,AK,ALASKA,STATE,POLIO,3,1.35
195043,AK,ALASKA,STATE,POLIO,4,2.96
195051,AK,ALASKA,STATE,POLIO,4,2.96
195129,AK,ALASKA,STATE,POLIO,4,2.53
195135,AK,ALASKA,STATE,POLIO,4,2.53
195140,AK,ALASKA,STATE,POLIO,4,2.53
195424,AK,ALASKA,STATE,POLIO,4,1.86
195448,AK,ALASKA,STATE,POLIO,4,1.86
195537,AK,ALASKA,STATE,POLIO,4,1.8
195042,AK,ALASKA,STATE,POLIO,5,3.7
195138,AK,ALASKA,STATE,POLIO,5,3.16
195441,AK,ALASKA,STATE,POLIO,5,2.33
195540,AK,ALASKA,STATE,POLIO,5,2.25
195930,AK,ALASKA,STATE,POLIO,5,2.23
195403,AK,ALASKA,STATE,POLIO,6,2.79
195428,AK,ALASKA,STATE,POLIO,6,2.79
195607,AK,ALASKA,STATE,POLIO,6,2.68
195946,AK,ALASKA,STATE,POLIO,6,2.68
195440,AK,ALASKA,STATE,POLIO,7,3.26
195444,AK,ALASKA,STATE,POLIO,7,3.26
195533,AK,ALASKA,STATE,POLIO,8,3.6
195534,AK,ALASKA,STATE,POLIO,8,3.6
195041,AK,ALASKA,STATE,POLIO,9,6.67
195050,AK,ALASKA,STATE,POLIO,9,6.67
195405,AK,ALASKA,STATE,POLIO,9,4.19
195427,AK,ALASKA,STATE,POLIO,9,4.19
195439,AK,ALASKA,STATE,POLIO,9,4.19
195449,AK,ALASKA,STATE,POLIO,9,4.19
195442,AK,ALASKA,STATE,POLIO,10,4.65
195434,AK,ALASKA,STATE,POLIO,11,5.12
195436,AK,ALASKA,STATE,POLIO,11,5.12
195429,AK,ALASKA,STATE,POLIO,13,6.05
195402,AK,ALASKA,STATE,POLIO,15,6.98
195430,AK,ALASKA,STATE,POLIO,15,6.98
195040,AK,ALASKA,STATE,POLIO,16,11.85
195438,AK,ALASKA,STATE,POLIO,16,7.44
195435,AK,ALASKA,STATE,POLIO,17,7.91
195443,AK,ALASKA,STATE,POLIO,17,7.91
195431,AK,ALASKA,STATE,POLIO,18,8.37
195433,AK,ALASKA,STATE,POLIO,19,8.84
195437,AK,ALASKA,STATE,POLIO,22,10.23
195445,AK,ALASKA,STATE,POLIO,22,10.23
195432,AK,ALASKA,STATE,POLIO,24,11.16
195434,AK,ALASKA,STATE,MEASLES,2,0.93
195446,AK,ALASKA,STATE,MEASLES,2,0.93
195450,AK,ALASKA,STATE,MEASLES,2,0.93
195451,AK,ALASKA,STATE,MEASLES,2,0.93
195501,AK,ALASKA,STATE,MEASLES,2,0.9
195505,AK,ALASKA,STATE,MEASLES,2,0.9
195509,AK,ALASKA,STATE,MEASLES,2,0.9
195517,AK,ALASKA,STATE,MEASLES,2,0.9
195531,AK,ALASKA,STATE,MEASLES,2,0.9
195532,AK,ALASKA,STATE,MEASLES,2,0.9
195534,AK,ALASKA,STATE,MEASLES,2,0.9
195536,AK,ALASKA,STATE,MEASLES,2,0.9
195537,AK,ALASKA,STATE,MEASLES,2,0.9
195538,AK,ALASKA,STATE,MEASLES,2,0.9
195542,AK,ALASKA,STATE,MEASLES,2,0.9
195738,AK,ALASKA,STATE,MEASLES,2,0.87
195814,AK,ALASKA,STATE,MEASLES,2,0.89
195914,AK,ALASKA,STATE,MEASLES,2,0.89
195926,AK,ALASKA,STATE,MEASLES,2,0.89
196049,AK,ALASKA,STATE,MEASLES,2,0.87
196107,AK,ALASKA,STATE,MEASLES,2,0.84
196108,AK,ALASKA,STATE,MEASLES,2,0.84
196109,AK,ALASKA,STATE,MEASLES,2,0.84
196224,AK,ALASKA,STATE,MEASLES,2,0.81
196248,AK,ALASKA,STATE,MEASLES,2,0.81
196425,AK,ALASKA,STATE,MEASLES,2,0.76
196432,AK,ALASKA,STATE,MEASLES,2,0.76
196433,AK,ALASKA,STATE,MEASLES,2,0.76
196446,AK,ALASKA,STATE,MEASLES,2,0.76
196501,AK,ALASKA,STATE,MEASLES,2,0.74
196521,AK,ALASKA,STATE,MEASLES,2,0.74
196525,AK,ALASKA,STATE,MEASLES,2,0.74
196544,AK,ALASKA,STATE,MEASLES,2,0.74
196549,AK,ALASKA,STATE,MEASLES,2,0.74
196550,AK,ALASKA,STATE,MEASLES,2,0.74
196611,AK,ALASKA,STATE,MEASLES,2,0.74
196613,AK,ALASKA,STATE,MEASLES,2,0.74
196626,AK,ALASKA,STATE,MEASLES,2,0.74
196705,AK,ALASKA,STATE,MEASLES,2,0.72
196723,AK,ALASKA,STATE,MEASLES,2,0.72
196724,AK,ALASKA,STATE,MEASLES,2,0.72
196725,AK,ALASKA,STATE,MEASLES,2,0.72
196728,AK,ALASKA,STATE,MEASLES,2,0.72
196729,AK,ALASKA,STATE,MEASLES,2,0.72
196731,AK,ALASKA,STATE,MEASLES,2,0.72
196737,AK,ALASKA,STATE,MEASLES,2,0.72
196905,AK,ALASKA,STATE,MEASLES,2,0.68
197028,AK,ALASKA,STATE,MEASLES,2,0.63
197121,AK,ALASKA,STATE,MEASLES,2,0.62
197208,AK,ALASKA,STATE,MEASLES,2,0.61
197647,AK,ALASKA,STATE,MEASLES,2,0.5
197728,AK,ALASKA,STATE,MEASLES,2,0.49
197738,AK,ALASKA,STATE,MEASLES,2,0.49
198010,AK,ALASKA,STATE,MEASLES,2,0.48
198020,AK,ALASKA,STATE,MEASLES,2,0.48
199012,AK,ALASKA,STATE,MEASLES,2,0.36
199017,AK,ALASKA,STATE,MEASLES,2,0.36
199429,AK,ALASKA,STATE,MEASLES,2,0.33
199439,AK,ALASKA,STATE,MEASLES,2,0.33
195426,AK,ALASKA,STATE,MEASLES,3,1.4
195433,AK,ALASKA,STATE,MEASLES,3,1.4
195449,AK,ALASKA,STATE,MEASLES,3,1.4
195506,AK,ALASKA,STATE,MEASLES,3,1.35
195508,AK,ALASKA,STATE,MEASLES,3,1.35
195530,AK,ALASKA,STATE,MEASLES,3,1.35
