epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
199106,AK,ALASKA,STATE,PERTUSSIS,2,0.35
199229,AK,ALASKA,STATE,PERTUSSIS,2,0.34
199241,AK,ALASKA,STATE,PERTUSSIS,2,0.34
200141,AK,ALASKA,STATE,PERTUSSIS,3,0.47
200509,AK,ALASKA,STATE,PERTUSSIS,3,0.45
200516,AK,ALASKA,STATE,PERTUSSIS,3,0.45
200523,AK,ALASKA,STATE,PERTUSSIS,3,0.45
200533,AK,ALASKA,STATE,PERTUSSIS,3,0.45
200543,AK,ALASKA,STATE,PERTUSSIS,3,0.45
200610,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200629,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200726,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200728,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200802,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200815,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200818,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200828,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200837,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200838,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200844,AK,ALASKA,STATE,PERTUSSIS,3,0.44
200901,AK,ALASKA,STATE,PERTUSSIS,3,0.43
200903,AK,ALASKA,STATE,PERTUSSIS,3,0.43
201019,AK,ALASKA,STATE,PERTUSSIS,3,0.42
201028,AK,ALASKA,STATE,PERTUSSIS,3,0.42
201032,AK,ALASKA,STATE,PERTUSSIS,3,0.42
201040,AK,ALASKA,STATE,PERTUSSIS,3,0.42
201050,AK,ALASKA,STATE,PERTUSSIS,3,0.42
201106,AK,ALASKA,STATE,PERTUSSIS,3,0.42
195028,AK,ALASKA,STATE,PERTUSSIS,3,2.22
195102,AK,ALASKA,STATE,PERTUSSIS,3,1.9
195134,AK,ALASKA,STATE,PERTUSSIS,3,1.9
195543,AK,ALASKA,STATE,PERTUSSIS,3,1.35
197733,AK,ALASKA,STATE,PERTUSSIS,3,0.74
197833,AK,ALASKA,STATE,PERTUSSIS,3,0.74
197916,AK,ALASKA,STATE,PERTUSSIS,3,0.75
197948,AK,ALASKA,STATE,PERTUSSIS,3,0.75
198733,AK,ALASKA,STATE,PERTUSSIS,3,0.55
199242,AK,ALASKA,STATE,PERTUSSIS,3,0.51
199834,AK,ALASKA,STATE,PERTUSSIS,4,0.65
200027,AK,ALASKA,STATE,PERTUSSIS,4,0.64
200542,AK,ALASKA,STATE,PERTUSSIS,4,0.6
200544,AK,ALASKA,STATE,PERTUSSIS,4,0.6
200733,AK,ALASKA,STATE,PERTUSSIS,4,0.59
200821,AK,ALASKA,STATE,PERTUSSIS,4,0.58
200822,AK,ALASKA,STATE,PERTUSSIS,4,0.58
201039,AK,ALASKA,STATE,PERTUSSIS,4,0.56
201105,AK,ALASKA,STATE,PERTUSSIS,4,0.55
195034,AK,ALASKA,STATE,PERTUSSIS,4,2.96
195045,AK,ALASKA,STATE,PERTUSSIS,4,2.96
195104,AK,ALASKA,STATE,PERTUSSIS,4,2.53
198336,AK,ALASKA,STATE,PERTUSSIS,4,0.78
198531,AK,ALASKA,STATE,PERTUSSIS,4,0.73
200031,AK,ALASKA,STATE,PERTUSSIS,5,0.8
200420,AK,ALASKA,STATE,PERTUSSIS,5,0.76
200508,AK,ALASKA,STATE,PERTUSSIS,5,0.75
200536,AK,ALASKA,STATE,PERTUSSIS,5,0.75
200549,AK,ALASKA,STATE,PERTUSSIS,5,0.75
200635,AK,ALASKA,STATE,PERTUSSIS,5,0.74
200831,AK,ALASKA,STATE,PERTUSSIS,5,0.73
200843,AK,ALASKA,STATE,PERTUSSIS,5,0.73
201033,AK,ALASKA,STATE,PERTUSSIS,5,0.71
195131,AK,ALASKA,STATE,PERTUSSIS,5,3.16
195545,AK,ALASKA,STATE,PERTUSSIS,5,2.25
200745,AK,ALASKA,STATE,PERTUSSIS,6,0.88
200832,AK,ALASKA,STATE,PERTUSSIS,6,0.87
200850,AK,ALASKA,STATE,PERTUSSIS,6,0.87
200852,AK,ALASKA,STATE,PERTUSSIS,6,0.87
195048,AK,ALASKA,STATE,PERTUSSIS,6,4.44
195103,AK,ALASKA,STATE,PERTUSSIS,6,3.8
195111,AK,ALASKA,STATE,PERTUSSIS,6,3.8
198524,AK,ALASKA,STATE,PERTUSSIS,6,1.1
199050,AK,ALASKA,STATE,PERTUSSIS,6,1.08
200538,AK,ALASKA,STATE,PERTUSSIS,7,1.05
200605,AK,ALASKA,STATE,PERTUSSIS,7,1.03
200834,AK,ALASKA,STATE,PERTUSSIS,7,1.02
200841,AK,ALASKA,STATE,PERTUSSIS,7,1.02
200842,AK,ALASKA,STATE,PERTUSSIS,7,1.02
200847,AK,ALASKA,STATE,PERTUSSIS,7,1.02
195050,AK,ALASKA,STATE,PERTUSSIS,7,5.19
200540,AK,ALASKA,STATE,PERTUSSIS,8,1.19
200829,AK,ALASKA,STATE,PERTUSSIS,8,1.16
200849,AK,ALASKA,STATE,PERTUSSIS,8,1.16
200851,AK,ALASKA,STATE,PERTUSSIS,8,1.16
200948,AK,ALASKA,STATE,PERTUSSIS,8,1.15
195142,AK,ALASKA,STATE,PERTUSSIS,8,5.06
199733,AK,ALASKA,STATE,PERTUSSIS,9,1.47
200537,AK,ALASKA,STATE,PERTUSSIS,9,1.34
200539,AK,ALASKA,STATE,PERTUSSIS,9,1.34
200541,AK,ALASKA,STATE,PERTUSSIS,9,1.34
200846,AK,ALASKA,STATE,PERTUSSIS,9,1.31
195030,AK,ALASKA,STATE,PERTUSSIS,9,6.67
195107,AK,ALASKA,STATE,PERTUSSIS,9,5.7
200532,AK,ALASKA,STATE,PERTUSSIS,10,1.49
200833,AK,ALASKA,STATE,PERTUSSIS,10,1.45
200845,AK,ALASKA,STATE,PERTUSSIS,10,1.45
195047,AK,ALASKA,STATE,PERTUSSIS,11,8.15
198528,AK,ALASKA,STATE,PERTUSSIS,12,2.2
200848,AK,ALASKA,STATE,PERTUSSIS,16,2.33
200839,AK,ALASKA,STATE,PERTUSSIS,17,2.47
200534,AK,ALASKA,STATE,PERTUSSIS,18,2.69
195533,AK,ALASKA,STATE,PERTUSSIS,19,8.56
195139,AK,ALASKA,STATE,PERTUSSIS,21,13.29
195536,AK,ALASKA,STATE,PERTUSSIS,21,9.46
200929,AK,ALASKA,STATE,PERTUSSIS,28,4.01
195025,AK,ALASKA,STATE,PERTUSSIS,30,22.219999
196609,AK,ALASKA,STATE,HEPATITIS A,2,0.74
196619,AK,ALASKA,STATE,HEPATITIS A,2,0.74
196646,AK,ALASKA,STATE,HEPATITIS A,2,0.74
196706,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196712,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196718,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196730,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196734,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196736,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196737,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196751,AK,ALASKA,STATE,HEPATITIS A,2,0.72
196803,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196806,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196807,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196808,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196814,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196831,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196837,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196846,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196850,AK,ALASKA,STATE,HEPATITIS A,2,0.7
196902,AK,ALASKA,STATE,HEPATITIS A,2,0.68
196911,AK,ALASKA,STATE,HEPATITIS A,2,0.68
196930,AK,ALASKA,STATE,HEPATITIS A,2,0.68
196951,AK,ALASKA,STATE,HEPATITIS A,2,0.68
197004,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197011,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197013,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197015,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197017,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197025,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197032,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197043,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197045,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197046,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197050,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197051,AK,ALASKA,STATE,HEPATITIS A,2,0.63
197107,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197113,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197114,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197115,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197116,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197118,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197121,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197133,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197137,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197144,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197145,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197146,AK,ALASKA,STATE,HEPATITIS A,2,0.62
197207,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197210,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197212,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197224,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197231,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197238,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197242,AK,ALASKA,STATE,HEPATITIS A,2,0.61
197303,AK,ALASKA,STATE,HEPATITIS A,2,0.59
197308,AK,ALASKA,STATE,HEPATITIS A,2,0.59
197323,AK,ALASKA,STATE,HEPATITIS A,2,0.59
197324,AK,ALASKA,STATE,HEPATITIS A,2,0.59
197403,AK,ALASKA,STATE,HEPATITIS A,2,0.53
197404,AK,ALASKA,STATE,HEPATITIS A,2,0.53
197417,AK,ALASKA,STATE,HEPATITIS A,2,0.53
197418,AK,ALASKA,STATE,HEPATITIS A,2,0.53
197421,AK,ALASKA,STATE,HEPATITIS A,2,0.53
197448,AK,ALASKA,STATE,HEPATITIS A,2,0.53
197519,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197528,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197725,AK,ALASKA,STATE,HEPATITIS A,2,0.49
197739,AK,ALASKA,STATE,HEPATITIS A,2,0.49
197740,AK,ALASKA,STATE,HEPATITIS A,2,0.49
197748,AK,ALASKA,STATE,HEPATITIS A,2,0.49
197809,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197814,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197818,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197820,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197822,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197828,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197829,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197832,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197833,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197842,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197846,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197912,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197929,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197930,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197936,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197944,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197945,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197950,AK,ALASKA,STATE,HEPATITIS A,2,0.5
197951,AK,ALASKA,STATE,HEPATITIS A,2,0.5
198002,AK,ALASKA,STATE,HEPATITIS A,2,0.48
198017,AK,ALASKA,STATE,HEPATITIS A,2,0.48
198020,AK,ALASKA,STATE,HEPATITIS A,2,0.48
198023,AK,ALASKA,STATE,HEPATITIS A,2,0.48
198123,AK,ALASKA,STATE,HEPATITIS A,2,0.44
198124,AK,ALASKA,STATE,HEPATITIS A,2,0.44
198132,AK,ALASKA,STATE,HEPATITIS A,2,0.44
198140,AK,ALASKA,STATE,HEPATITIS A,2,0.44
198220,AK,ALASKA,STATE,HEPATITIS A,2,0.41
198233,AK,ALASKA,STATE,HEPATITIS A,2,0.41
198306,AK,ALASKA,STATE,HEPATITIS A,2,0.39
198307,AK,ALASKA,STATE,HEPATITIS A,2,0.39
198308,AK,ALASKA,STATE,HEPATITIS A,2,0.39
198328,AK,ALASKA,STATE,HEPATITIS A,2,0.39
198333,AK,ALASKA,STATE,HEPATITIS A,2,0.39
198504,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198510,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198531,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198638,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198703,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198709,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198717,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198718,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198720,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198721,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198723,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198728,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198735,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198736,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198817,AK,ALASKA,STATE,HEPATITIS A,2,0.37
198920,AK,ALASKA,STATE,HEPATITIS A,2,0.36
198945,AK,ALASKA,STATE,HEPATITIS A,2,0.36
198950,AK,ALASKA,STATE,HEPATITIS A,2,0.36
199016,AK,ALASKA,STATE,HEPATITIS A,2,0.36
199021,AK,ALASKA,STATE,HEPATITIS A,2,0.36
199024,AK,ALASKA,STATE,HEPATITIS A,2,0.36
199034,AK,ALASKA,STATE,HEPATITIS A,2,0.36
199046,AK,ALASKA,STATE,HEPATITIS A,2,0.36
199104,AK,ALASKA,STATE,HEPATITIS A,2,0.35
199105,AK,ALASKA,STATE,HEPATITIS A,2,0.35
199109,AK,ALASKA,STATE,HEPATITIS A,2,0.35
199110,AK,ALASKA,STATE,HEPATITIS A,2,0.35
199123,AK,ALASKA,STATE,HEPATITIS A,2,0.35
199145,AK,ALASKA,STATE,HEPATITIS A,2,0.35
199210,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199214,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199215,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199227,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199229,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199230,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199232,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199234,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199237,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199239,AK,ALASKA,STATE,HEPATITIS A,2,0.34
199331,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199413,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199439,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199445,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199525,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199545,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199625,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199631,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199639,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199640,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199647,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199652,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199716,AK,ALASKA,STATE,HEPATITIS A,2,0.33
199746,AK,ALASKA,STATE,HEPATITIS A,2,0.33
200043,AK,ALASKA,STATE,HEPATITIS A,2,0.32
200103,AK,ALASKA,STATE,HEPATITIS A,2,0.32
200211,AK,ALASKA,STATE,HEPATITIS A,2,0.31
200251,AK,ALASKA,STATE,HEPATITIS A,2,0.31
200311,AK,ALASKA,STATE,HEPATITIS A,2,0.31
200513,AK,ALASKA,STATE,HEPATITIS A,2,0.3
196607,AK,ALASKA,STATE,HEPATITIS A,3,1.11
196613,AK,ALASKA,STATE,HEPATITIS A,3,1.11
196633,AK,ALASKA,STATE,HEPATITIS A,3,1.11
196634,AK,ALASKA,STATE,HEPATITIS A,3,1.11
196637,AK,ALASKA,STATE,HEPATITIS A,3,1.11
196641,AK,ALASKA,STATE,HEPATITIS A,3,1.11
196749,AK,ALASKA,STATE,HEPATITIS A,3,1.08
196812,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196826,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196828,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196838,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196843,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196844,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196849,AK,ALASKA,STATE,HEPATITIS A,3,1.05
196906,AK,ALASKA,STATE,HEPATITIS A,3,1.01
196916,AK,ALASKA,STATE,HEPATITIS A,3,1.01
196917,AK,ALASKA,STATE,HEPATITIS A,3,1.01
196932,AK,ALASKA,STATE,HEPATITIS A,3,1.01
196943,AK,ALASKA,STATE,HEPATITIS A,3,1.01
196952,AK,ALASKA,STATE,HEPATITIS A,3,1.01
197009,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197018,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197019,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197033,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197037,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197041,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197047,AK,ALASKA,STATE,HEPATITIS A,3,0.95
197106,AK,ALASKA,STATE,HEPATITIS A,3,0.92
197120,AK,ALASKA,STATE,HEPATITIS A,3,0.92
197125,AK,ALASKA,STATE,HEPATITIS A,3,0.92
197140,AK,ALASKA,STATE,HEPATITIS A,3,0.92
197233,AK,ALASKA,STATE,HEPATITIS A,3,0.91
197352,AK,ALASKA,STATE,HEPATITIS A,3,0.88
197414,AK,ALASKA,STATE,HEPATITIS A,3,0.8
197422,AK,ALASKA,STATE,HEPATITIS A,3,0.8
197427,AK,ALASKA,STATE,HEPATITIS A,3,0.8
197430,AK,ALASKA,STATE,HEPATITIS A,3,0.8
197735,AK,ALASKA,STATE,HEPATITIS A,3,0.74
197742,AK,ALASKA,STATE,HEPATITIS A,3,0.74
197751,AK,ALASKA,STATE,HEPATITIS A,3,0.74
197813,AK,ALASKA,STATE,HEPATITIS A,3,0.74
197824,AK,ALASKA,STATE,HEPATITIS A,3,0.74
197834,AK,ALASKA,STATE,HEPATITIS A,3,0.74
197910,AK,ALASKA,STATE,HEPATITIS A,3,0.75
197928,AK,ALASKA,STATE,HEPATITIS A,3,0.75
198119,AK,ALASKA,STATE,HEPATITIS A,3,0.67
198137,AK,ALASKA,STATE,HEPATITIS A,3,0.67
198152,AK,ALASKA,STATE,HEPATITIS A,3,0.67
198616,AK,ALASKA,STATE,HEPATITIS A,3,0.56
198622,AK,ALASKA,STATE,HEPATITIS A,3,0.56
198713,AK,ALASKA,STATE,HEPATITIS A,3,0.55
198716,AK,ALASKA,STATE,HEPATITIS A,3,0.55
198719,AK,ALASKA,STATE,HEPATITIS A,3,0.55
198810,AK,ALASKA,STATE,HEPATITIS A,3,0.55
198823,AK,ALASKA,STATE,HEPATITIS A,3,0.55
199007,AK,ALASKA,STATE,HEPATITIS A,3,0.54
199028,AK,ALASKA,STATE,HEPATITIS A,3,0.54
199040,AK,ALASKA,STATE,HEPATITIS A,3,0.54
199048,AK,ALASKA,STATE,HEPATITIS A,3,0.54
199051,AK,ALASKA,STATE,HEPATITIS A,3,0.54
199103,AK,ALASKA,STATE,HEPATITIS A,3,0.53
199217,AK,ALASKA,STATE,HEPATITIS A,3,0.51
199238,AK,ALASKA,STATE,HEPATITIS A,3,0.51
199346,AK,ALASKA,STATE,HEPATITIS A,3,0.5
199403,AK,ALASKA,STATE,HEPATITIS A,3,0.5
199414,AK,ALASKA,STATE,HEPATITIS A,3,0.5
199437,AK,ALASKA,STATE,HEPATITIS A,3,0.5
199549,AK,ALASKA,STATE,HEPATITIS A,3,0.5
199645,AK,ALASKA,STATE,HEPATITIS A,3,0.49
199710,AK,ALASKA,STATE,HEPATITIS A,3,0.49
199722,AK,ALASKA,STATE,HEPATITIS A,3,0.49
199747,AK,ALASKA,STATE,HEPATITIS A,3,0.49
200104,AK,ALASKA,STATE,HEPATITIS A,3,0.47
200929,AK,ALASKA,STATE,HEPATITIS A,3,0.43
196621,AK,ALASKA,STATE,HEPATITIS A,4,1.48
196747,AK,ALASKA,STATE,HEPATITIS A,4,1.44
196801,AK,ALASKA,STATE,HEPATITIS A,4,1.4
196835,AK,ALASKA,STATE,HEPATITIS A,4,1.4
196938,AK,ALASKA,STATE,HEPATITIS A,4,1.35
197016,AK,ALASKA,STATE,HEPATITIS A,4,1.27
197039,AK,ALASKA,STATE,HEPATITIS A,4,1.27
197104,AK,ALASKA,STATE,HEPATITIS A,4,1.23
197203,AK,ALASKA,STATE,HEPATITIS A,4,1.21
197211,AK,ALASKA,STATE,HEPATITIS A,4,1.21
197225,AK,ALASKA,STATE,HEPATITIS A,4,1.21
197228,AK,ALASKA,STATE,HEPATITIS A,4,1.21
197237,AK,ALASKA,STATE,HEPATITIS A,4,1.21
197313,AK,ALASKA,STATE,HEPATITIS A,4,1.17
197314,AK,ALASKA,STATE,HEPATITIS A,4,1.17
197315,AK,ALASKA,STATE,HEPATITIS A,4,1.17
197316,AK,ALASKA,STATE,HEPATITIS A,4,1.17
197322,AK,ALASKA,STATE,HEPATITIS A,4,1.17
197335,AK,ALASKA,STATE,HEPATITIS A,4,1.17
197511,AK,ALASKA,STATE,HEPATITIS A,4,1.0
197535,AK,ALASKA,STATE,HEPATITIS A,4,1.0
197549,AK,ALASKA,STATE,HEPATITIS A,4,1.0
197552,AK,ALASKA,STATE,HEPATITIS A,4,1.0
197601,AK,ALASKA,STATE,HEPATITIS A,4,0.99
197727,AK,ALASKA,STATE,HEPATITIS A,4,0.99
197802,AK,ALASKA,STATE,HEPATITIS A,4,0.99
197907,AK,ALASKA,STATE,HEPATITIS A,4,1.0
197935,AK,ALASKA,STATE,HEPATITIS A,4,1.0
198126,AK,ALASKA,STATE,HEPATITIS A,4,0.89
198319,AK,ALASKA,STATE,HEPATITIS A,4,0.78
198334,AK,ALASKA,STATE,HEPATITIS A,4,0.78
198443,AK,ALASKA,STATE,HEPATITIS A,4,0.75
198502,AK,ALASKA,STATE,HEPATITIS A,4,0.73
198623,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198631,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198708,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198722,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198740,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198742,AK,ALASKA,STATE,HEPATITIS A,4,0.74
