epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
198745,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198752,AK,ALASKA,STATE,HEPATITIS A,4,0.74
198813,AK,ALASKA,STATE,HEPATITIS A,4,0.73
198824,AK,ALASKA,STATE,HEPATITIS A,4,0.73
198921,AK,ALASKA,STATE,HEPATITIS A,4,0.73
198939,AK,ALASKA,STATE,HEPATITIS A,4,0.73
199010,AK,ALASKA,STATE,HEPATITIS A,4,0.72
199027,AK,ALASKA,STATE,HEPATITIS A,4,0.72
199047,AK,ALASKA,STATE,HEPATITIS A,4,0.72
199112,AK,ALASKA,STATE,HEPATITIS A,4,0.7
199127,AK,ALASKA,STATE,HEPATITIS A,4,0.7
199337,AK,ALASKA,STATE,HEPATITIS A,4,0.67
199341,AK,ALASKA,STATE,HEPATITIS A,4,0.67
199419,AK,ALASKA,STATE,HEPATITIS A,4,0.66
199422,AK,ALASKA,STATE,HEPATITIS A,4,0.66
199508,AK,ALASKA,STATE,HEPATITIS A,4,0.66
199606,AK,ALASKA,STATE,HEPATITIS A,4,0.66
196643,AK,ALASKA,STATE,HEPATITIS A,5,1.85
196725,AK,ALASKA,STATE,HEPATITIS A,5,1.8
196908,AK,ALASKA,STATE,HEPATITIS A,5,1.69
196913,AK,ALASKA,STATE,HEPATITIS A,5,1.69
196921,AK,ALASKA,STATE,HEPATITIS A,5,1.69
197028,AK,ALASKA,STATE,HEPATITIS A,5,1.58
197135,AK,ALASKA,STATE,HEPATITIS A,5,1.54
197201,AK,ALASKA,STATE,HEPATITIS A,5,1.51
197206,AK,ALASKA,STATE,HEPATITIS A,5,1.51
197208,AK,ALASKA,STATE,HEPATITIS A,5,1.51
197214,AK,ALASKA,STATE,HEPATITIS A,5,1.51
197230,AK,ALASKA,STATE,HEPATITIS A,5,1.51
197433,AK,ALASKA,STATE,HEPATITIS A,5,1.33
197434,AK,ALASKA,STATE,HEPATITIS A,5,1.33
197440,AK,ALASKA,STATE,HEPATITIS A,5,1.33
197502,AK,ALASKA,STATE,HEPATITIS A,5,1.25
197510,AK,ALASKA,STATE,HEPATITIS A,5,1.25
197706,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197732,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197741,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197747,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197752,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197806,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197811,AK,ALASKA,STATE,HEPATITIS A,5,1.24
197825,AK,ALASKA,STATE,HEPATITIS A,5,1.24
198652,AK,ALASKA,STATE,HEPATITIS A,5,0.93
198741,AK,ALASKA,STATE,HEPATITIS A,5,0.92
198747,AK,ALASKA,STATE,HEPATITIS A,5,0.92
198812,AK,ALASKA,STATE,HEPATITIS A,5,0.91
198815,AK,ALASKA,STATE,HEPATITIS A,5,0.91
198846,AK,ALASKA,STATE,HEPATITIS A,5,0.91
199006,AK,ALASKA,STATE,HEPATITIS A,5,0.9
199009,AK,ALASKA,STATE,HEPATITIS A,5,0.9
199015,AK,ALASKA,STATE,HEPATITIS A,5,0.9
199121,AK,ALASKA,STATE,HEPATITIS A,5,0.88
199247,AK,ALASKA,STATE,HEPATITIS A,5,0.85
199412,AK,ALASKA,STATE,HEPATITIS A,5,0.83
199436,AK,ALASKA,STATE,HEPATITIS A,5,0.83
199438,AK,ALASKA,STATE,HEPATITIS A,5,0.83
199442,AK,ALASKA,STATE,HEPATITIS A,5,0.83
199529,AK,ALASKA,STATE,HEPATITIS A,5,0.83
199541,AK,ALASKA,STATE,HEPATITIS A,5,0.83
199614,AK,ALASKA,STATE,HEPATITIS A,5,0.82
196602,AK,ALASKA,STATE,HEPATITIS A,6,2.21
196624,AK,ALASKA,STATE,HEPATITIS A,6,2.21
196636,AK,ALASKA,STATE,HEPATITIS A,6,2.21
197042,AK,ALASKA,STATE,HEPATITIS A,6,1.9
197142,AK,ALASKA,STATE,HEPATITIS A,6,1.85
197221,AK,ALASKA,STATE,HEPATITIS A,6,1.82
197250,AK,ALASKA,STATE,HEPATITIS A,6,1.82
197345,AK,ALASKA,STATE,HEPATITIS A,6,1.76
197523,AK,ALASKA,STATE,HEPATITIS A,6,1.5
197546,AK,ALASKA,STATE,HEPATITIS A,6,1.5
197804,AK,ALASKA,STATE,HEPATITIS A,6,1.49
197817,AK,ALASKA,STATE,HEPATITIS A,6,1.49
198129,AK,ALASKA,STATE,HEPATITIS A,6,1.33
198150,AK,ALASKA,STATE,HEPATITIS A,6,1.33
198317,AK,ALASKA,STATE,HEPATITIS A,6,1.17
198321,AK,ALASKA,STATE,HEPATITIS A,6,1.17
198645,AK,ALASKA,STATE,HEPATITIS A,6,1.11
198705,AK,ALASKA,STATE,HEPATITIS A,6,1.11
198744,AK,ALASKA,STATE,HEPATITIS A,6,1.11
198748,AK,ALASKA,STATE,HEPATITIS A,6,1.11
198840,AK,ALASKA,STATE,HEPATITIS A,6,1.1
198947,AK,ALASKA,STATE,HEPATITIS A,6,1.09
199030,AK,ALASKA,STATE,HEPATITIS A,6,1.08
199035,AK,ALASKA,STATE,HEPATITIS A,6,1.08
199041,AK,ALASKA,STATE,HEPATITIS A,6,1.08
199042,AK,ALASKA,STATE,HEPATITIS A,6,1.08
199050,AK,ALASKA,STATE,HEPATITIS A,6,1.08
199417,AK,ALASKA,STATE,HEPATITIS A,6,0.99
199440,AK,ALASKA,STATE,HEPATITIS A,6,0.99
199607,AK,ALASKA,STATE,HEPATITIS A,6,0.99
196819,AK,ALASKA,STATE,HEPATITIS A,7,2.46
197209,AK,ALASKA,STATE,HEPATITIS A,7,2.12
197219,AK,ALASKA,STATE,HEPATITIS A,7,2.12
197348,AK,ALASKA,STATE,HEPATITIS A,7,2.05
197349,AK,ALASKA,STATE,HEPATITIS A,7,2.05
197410,AK,ALASKA,STATE,HEPATITIS A,7,1.86
197413,AK,ALASKA,STATE,HEPATITIS A,7,1.86
197522,AK,ALASKA,STATE,HEPATITIS A,7,1.75
197532,AK,ALASKA,STATE,HEPATITIS A,7,1.75
197543,AK,ALASKA,STATE,HEPATITIS A,7,1.75
197712,AK,ALASKA,STATE,HEPATITIS A,7,1.73
197738,AK,ALASKA,STATE,HEPATITIS A,7,1.73
197744,AK,ALASKA,STATE,HEPATITIS A,7,1.73
197819,AK,ALASKA,STATE,HEPATITIS A,7,1.74
198642,AK,ALASKA,STATE,HEPATITIS A,7,1.3
198749,AK,ALASKA,STATE,HEPATITIS A,7,1.29
198750,AK,ALASKA,STATE,HEPATITIS A,7,1.29
198848,AK,ALASKA,STATE,HEPATITIS A,7,1.28
198927,AK,ALASKA,STATE,HEPATITIS A,7,1.27
198932,AK,ALASKA,STATE,HEPATITIS A,7,1.27
199008,AK,ALASKA,STATE,HEPATITIS A,7,1.27
199025,AK,ALASKA,STATE,HEPATITIS A,7,1.27
199039,AK,ALASKA,STATE,HEPATITIS A,7,1.27
199306,AK,ALASKA,STATE,HEPATITIS A,7,1.17
199406,AK,ALASKA,STATE,HEPATITIS A,7,1.16
199504,AK,ALASKA,STATE,HEPATITIS A,7,1.16
199609,AK,ALASKA,STATE,HEPATITIS A,7,1.15
196845,AK,ALASKA,STATE,HEPATITIS A,8,2.81
197213,AK,ALASKA,STATE,HEPATITIS A,8,2.42
197350,AK,ALASKA,STATE,HEPATITIS A,8,2.35
197524,AK,ALASKA,STATE,HEPATITIS A,8,2.0
197550,AK,ALASKA,STATE,HEPATITIS A,8,2.0
197721,AK,ALASKA,STATE,HEPATITIS A,8,1.98
197734,AK,ALASKA,STATE,HEPATITIS A,8,1.98
197816,AK,ALASKA,STATE,HEPATITIS A,8,1.99
198648,AK,ALASKA,STATE,HEPATITIS A,8,1.48
198706,AK,ALASKA,STATE,HEPATITIS A,8,1.48
198707,AK,ALASKA,STATE,HEPATITIS A,8,1.48
198737,AK,ALASKA,STATE,HEPATITIS A,8,1.48
198814,AK,ALASKA,STATE,HEPATITIS A,8,1.46
198929,AK,ALASKA,STATE,HEPATITIS A,8,1.45
199020,AK,ALASKA,STATE,HEPATITIS A,8,1.45
199031,AK,ALASKA,STATE,HEPATITIS A,8,1.45
199314,AK,ALASKA,STATE,HEPATITIS A,8,1.33
199427,AK,ALASKA,STATE,HEPATITIS A,8,1.33
197108,AK,ALASKA,STATE,HEPATITIS A,9,2.77
197109,AK,ALASKA,STATE,HEPATITIS A,9,2.77
197218,AK,ALASKA,STATE,HEPATITIS A,9,2.72
197226,AK,ALASKA,STATE,HEPATITIS A,9,2.72
197346,AK,ALASKA,STATE,HEPATITIS A,9,2.64
197408,AK,ALASKA,STATE,HEPATITIS A,9,2.39
197501,AK,ALASKA,STATE,HEPATITIS A,9,2.24
197537,AK,ALASKA,STATE,HEPATITIS A,9,2.24
197551,AK,ALASKA,STATE,HEPATITIS A,9,2.24
197729,AK,ALASKA,STATE,HEPATITIS A,9,2.22
197812,AK,ALASKA,STATE,HEPATITIS A,9,2.23
198701,AK,ALASKA,STATE,HEPATITIS A,9,1.66
198739,AK,ALASKA,STATE,HEPATITIS A,9,1.66
198828,AK,ALASKA,STATE,HEPATITIS A,9,1.64
198851,AK,ALASKA,STATE,HEPATITIS A,9,1.64
199033,AK,ALASKA,STATE,HEPATITIS A,9,1.63
199335,AK,ALASKA,STATE,HEPATITIS A,9,1.5
199336,AK,ALASKA,STATE,HEPATITIS A,9,1.5
199429,AK,ALASKA,STATE,HEPATITIS A,9,1.49
196628,AK,ALASKA,STATE,HEPATITIS A,10,3.69
197318,AK,ALASKA,STATE,HEPATITIS A,10,2.93
197415,AK,ALASKA,STATE,HEPATITIS A,10,2.66
197451,AK,ALASKA,STATE,HEPATITIS A,10,2.66
198715,AK,ALASKA,STATE,HEPATITIS A,10,1.85
199029,AK,ALASKA,STATE,HEPATITIS A,10,1.81
199108,AK,ALASKA,STATE,HEPATITIS A,10,1.75
199405,AK,ALASKA,STATE,HEPATITIS A,10,1.66
199411,AK,ALASKA,STATE,HEPATITIS A,10,1.66
196610,AK,ALASKA,STATE,HEPATITIS A,11,4.06
197103,AK,ALASKA,STATE,HEPATITIS A,11,3.39
197150,AK,ALASKA,STATE,HEPATITIS A,11,3.39
197251,AK,ALASKA,STATE,HEPATITIS A,11,3.33
197707,AK,ALASKA,STATE,HEPATITIS A,11,2.72
197826,AK,ALASKA,STATE,HEPATITIS A,11,2.73
198704,AK,ALASKA,STATE,HEPATITIS A,11,2.03
198710,AK,ALASKA,STATE,HEPATITIS A,11,2.03
198712,AK,ALASKA,STATE,HEPATITIS A,11,2.03
198751,AK,ALASKA,STATE,HEPATITIS A,11,2.03
198806,AK,ALASKA,STATE,HEPATITIS A,11,2.01
198821,AK,ALASKA,STATE,HEPATITIS A,11,2.01
198909,AK,ALASKA,STATE,HEPATITIS A,11,2.0
198928,AK,ALASKA,STATE,HEPATITIS A,11,2.0
198938,AK,ALASKA,STATE,HEPATITIS A,11,2.0
199022,AK,ALASKA,STATE,HEPATITIS A,11,1.99
199225,AK,ALASKA,STATE,HEPATITIS A,11,1.87
199424,AK,ALASKA,STATE,HEPATITIS A,11,1.82
199432,AK,ALASKA,STATE,HEPATITIS A,11,1.82
196852,AK,ALASKA,STATE,HEPATITIS A,12,4.21
197215,AK,ALASKA,STATE,HEPATITIS A,12,3.63
198711,AK,ALASKA,STATE,HEPATITIS A,12,2.21
198807,AK,ALASKA,STATE,HEPATITIS A,12,2.19
198949,AK,ALASKA,STATE,HEPATITIS A,12,2.18
197312,AK,ALASKA,STATE,HEPATITIS A,13,3.81
197506,AK,ALASKA,STATE,HEPATITIS A,13,3.24
198650,AK,ALASKA,STATE,HEPATITIS A,13,2.41
198702,AK,ALASKA,STATE,HEPATITIS A,13,2.4
198913,AK,ALASKA,STATE,HEPATITIS A,13,2.36
198922,AK,ALASKA,STATE,HEPATITIS A,13,2.36
199329,AK,ALASKA,STATE,HEPATITIS A,13,2.17
197014,AK,ALASKA,STATE,HEPATITIS A,14,4.44
197512,AK,ALASKA,STATE,HEPATITIS A,14,3.49
197540,AK,ALASKA,STATE,HEPATITIS A,14,3.49
197708,AK,ALASKA,STATE,HEPATITIS A,14,3.46
197803,AK,ALASKA,STATE,HEPATITIS A,14,3.48
198910,AK,ALASKA,STATE,HEPATITIS A,14,2.55
199330,AK,ALASKA,STATE,HEPATITIS A,14,2.34
199347,AK,ALASKA,STATE,HEPATITIS A,14,2.34
197518,AK,ALASKA,STATE,HEPATITIS A,15,3.74
198903,AK,ALASKA,STATE,HEPATITIS A,15,2.73
198907,AK,ALASKA,STATE,HEPATITIS A,15,2.73
197443,AK,ALASKA,STATE,HEPATITIS A,16,4.25
197541,AK,ALASKA,STATE,HEPATITIS A,16,3.99
197711,AK,ALASKA,STATE,HEPATITIS A,16,3.95
197920,AK,ALASKA,STATE,HEPATITIS A,16,3.98
198733,AK,ALASKA,STATE,HEPATITIS A,16,2.95
199005,AK,ALASKA,STATE,HEPATITIS A,16,2.89
199325,AK,ALASKA,STATE,HEPATITIS A,16,2.67
197244,AK,ALASKA,STATE,HEPATITIS A,17,5.14
197507,AK,ALASKA,STATE,HEPATITIS A,17,4.24
199250,AK,ALASKA,STATE,HEPATITIS A,17,2.89
197246,AK,ALASKA,STATE,HEPATITIS A,18,5.45
197339,AK,ALASKA,STATE,HEPATITIS A,18,5.28
197529,AK,ALASKA,STATE,HEPATITIS A,18,4.49
198937,AK,ALASKA,STATE,HEPATITIS A,18,3.27
197608,AK,ALASKA,STATE,HEPATITIS A,19,4.71
197709,AK,ALASKA,STATE,HEPATITIS A,19,4.69
197731,AK,ALASKA,STATE,HEPATITIS A,19,4.69
198940,AK,ALASKA,STATE,HEPATITIS A,19,3.45
199321,AK,ALASKA,STATE,HEPATITIS A,19,3.17
199324,AK,ALASKA,STATE,HEPATITIS A,19,3.17
197217,AK,ALASKA,STATE,HEPATITIS A,20,6.05
197604,AK,ALASKA,STATE,HEPATITIS A,20,4.96
198841,AK,ALASKA,STATE,HEPATITIS A,21,3.84
199332,AK,ALASKA,STATE,HEPATITIS A,21,3.5
199348,AK,ALASKA,STATE,HEPATITIS A,21,3.5
197724,AK,ALASKA,STATE,HEPATITIS A,22,5.44
198843,AK,ALASKA,STATE,HEPATITIS A,23,4.2
198904,AK,ALASKA,STATE,HEPATITIS A,23,4.18
197406,AK,ALASKA,STATE,HEPATITIS A,24,6.38
198831,AK,ALASKA,STATE,HEPATITIS A,24,4.39
197525,AK,ALASKA,STATE,HEPATITIS A,25,6.23
198912,AK,ALASKA,STATE,HEPATITIS A,25,4.55
199313,AK,ALASKA,STATE,HEPATITIS A,25,4.17
199326,AK,ALASKA,STATE,HEPATITIS A,25,4.17
197718,AK,ALASKA,STATE,HEPATITIS A,26,6.42
199334,AK,ALASKA,STATE,HEPATITIS A,27,4.5
197030,AK,ALASKA,STATE,HEPATITIS A,28,8.87
197505,AK,ALASKA,STATE,HEPATITIS A,28,6.98
197713,AK,ALASKA,STATE,HEPATITIS A,28,6.92
198850,AK,ALASKA,STATE,HEPATITIS A,28,5.12
199327,AK,ALASKA,STATE,HEPATITIS A,29,4.84
198849,AK,ALASKA,STATE,HEPATITIS A,30,5.48
197342,AK,ALASKA,STATE,HEPATITIS A,31,9.09
197449,AK,ALASKA,STATE,HEPATITIS A,31,8.24
197723,AK,ALASKA,STATE,HEPATITIS A,31,7.66
198908,AK,ALASKA,STATE,HEPATITIS A,31,5.64
198917,AK,ALASKA,STATE,HEPATITIS A,31,5.64
197746,AK,ALASKA,STATE,HEPATITIS A,32,7.91
197341,AK,ALASKA,STATE,HEPATITIS A,33,9.68
198905,AK,ALASKA,STATE,HEPATITIS A,33,6.0
198911,AK,ALASKA,STATE,HEPATITIS A,34,6.18
197702,AK,ALASKA,STATE,HEPATITIS A,35,8.65
198906,AK,ALASKA,STATE,HEPATITIS A,35,6.36
198901,AK,ALASKA,STATE,HEPATITIS A,37,6.73
199338,AK,ALASKA,STATE,HEPATITIS A,37,6.17
197334,AK,ALASKA,STATE,HEPATITIS A,38,11.14
198830,AK,ALASKA,STATE,HEPATITIS A,38,6.94
199114,AK,ALASKA,STATE,HEPATITIS A,38,6.66
199408,AK,ALASKA,STATE,HEPATITIS A,38,6.3
197542,AK,ALASKA,STATE,HEPATITIS A,40,9.98
197716,AK,ALASKA,STATE,HEPATITIS A,40,9.88
197710,AK,ALASKA,STATE,HEPATITIS A,45,11.12
197504,AK,ALASKA,STATE,HEPATITIS A,48,11.97
197509,AK,ALASKA,STATE,HEPATITIS A,48,11.97
198946,AK,ALASKA,STATE,HEPATITIS A,48,8.73
199320,AK,ALASKA,STATE,HEPATITIS A,48,8.01
197705,AK,ALASKA,STATE,HEPATITIS A,55,13.59
197704,AK,ALASKA,STATE,HEPATITIS A,61,15.07
197613,AK,ALASKA,STATE,HEPATITIS A,75,18.59
197652,AK,ALASKA,STATE,HEPATITIS A,76,18.84
197647,AK,ALASKA,STATE,HEPATITIS A,78,19.33
197634,AK,ALASKA,STATE,HEPATITIS A,79,19.58
197446,AK,ALASKA,STATE,HEPATITIS A,87,23.129999
197621,AK,ALASKA,STATE,HEPATITIS A,94,23.299999
197639,AK,ALASKA,STATE,HEPATITIS A,102,25.280001
197630,AK,ALASKA,STATE,HEPATITIS A,121,29.99
197643,AK,ALASKA,STATE,HEPATITIS A,121,29.99
197617,AK,ALASKA,STATE,HEPATITIS A,137,33.959999
197626,AK,ALASKA,STATE,HEPATITIS A,168,41.639999
196822,AL,ALABAMA,STATE,MUMPS,2,0.06
196834,AL,ALABAMA,STATE,MUMPS,2,0.06
196839,AL,ALABAMA,STATE,MUMPS,2,0.06
196840,AL,ALABAMA,STATE,MUMPS,2,0.06
196850,AL,ALABAMA,STATE,MUMPS,2,0.06
196851,AL,ALABAMA,STATE,MUMPS,2,0.06
196919,AL,ALABAMA,STATE,MUMPS,2,0.06
196935,AL,ALABAMA,STATE,MUMPS,2,0.06
196938,AL,ALABAMA,STATE,MUMPS,2,0.06
196940,AL,ALABAMA,STATE,MUMPS,2,0.06
197024,AL,ALABAMA,STATE,MUMPS,2,0.06
197028,AL,ALABAMA,STATE,MUMPS,2,0.06
197040,AL,ALABAMA,STATE,MUMPS,2,0.06
197127,AL,ALABAMA,STATE,MUMPS,2,0.06
197132,AL,ALABAMA,STATE,MUMPS,2,0.06
197133,AL,ALABAMA,STATE,MUMPS,2,0.06
197134,AL,ALABAMA,STATE,MUMPS,2,0.06
197235,AL,ALABAMA,STATE,MUMPS,2,0.06
197242,AL,ALABAMA,STATE,MUMPS,2,0.06
197336,AL,ALABAMA,STATE,MUMPS,2,0.06
197337,AL,ALABAMA,STATE,MUMPS,2,0.06
197340,AL,ALABAMA,STATE,MUMPS,2,0.06
197430,AL,ALABAMA,STATE,MUMPS,2,0.05
197431,AL,ALABAMA,STATE,MUMPS,2,0.05
197444,AL,ALABAMA,STATE,MUMPS,2,0.05
197447,AL,ALABAMA,STATE,MUMPS,2,0.05
197506,AL,ALABAMA,STATE,MUMPS,2,0.05
197534,AL,ALABAMA,STATE,MUMPS,2,0.05
197537,AL,ALABAMA,STATE,MUMPS,2,0.05
197608,AL,ALABAMA,STATE,MUMPS,2,0.05
197620,AL,ALABAMA,STATE,MUMPS,2,0.05
197630,AL,ALABAMA,STATE,MUMPS,2,0.05
197634,AL,ALABAMA,STATE,MUMPS,2,0.05
197639,AL,ALABAMA,STATE,MUMPS,2,0.05
197647,AL,ALABAMA,STATE,MUMPS,2,0.05
197722,AL,ALABAMA,STATE,MUMPS,2,0.05
197727,AL,ALABAMA,STATE,MUMPS,2,0.05
197729,AL,ALABAMA,STATE,MUMPS,2,0.05
197731,AL,ALABAMA,STATE,MUMPS,2,0.05
197732,AL,ALABAMA,STATE,MUMPS,2,0.05
197740,AL,ALABAMA,STATE,MUMPS,2,0.05
197744,AL,ALABAMA,STATE,MUMPS,2,0.05
197748,AL,ALABAMA,STATE,MUMPS,2,0.05
197804,AL,ALABAMA,STATE,MUMPS,2,0.05
197805,AL,ALABAMA,STATE,MUMPS,2,0.05
197833,AL,ALABAMA,STATE,MUMPS,2,0.05
197840,AL,ALABAMA,STATE,MUMPS,2,0.05
197842,AL,ALABAMA,STATE,MUMPS,2,0.05
197850,AL,ALABAMA,STATE,MUMPS,2,0.05
197923,AL,ALABAMA,STATE,MUMPS,2,0.05
197924,AL,ALABAMA,STATE,MUMPS,2,0.05
197929,AL,ALABAMA,STATE,MUMPS,2,0.05
197947,AL,ALABAMA,STATE,MUMPS,2,0.05
197950,AL,ALABAMA,STATE,MUMPS,2,0.05
198005,AL,ALABAMA,STATE,MUMPS,2,0.05
198023,AL,ALABAMA,STATE,MUMPS,2,0.05
198035,AL,ALABAMA,STATE,MUMPS,2,0.05
198103,AL,ALABAMA,STATE,MUMPS,2,0.05
198107,AL,ALABAMA,STATE,MUMPS,2,0.05
198113,AL,ALABAMA,STATE,MUMPS,2,0.05
198130,AL,ALABAMA,STATE,MUMPS,2,0.05
198143,AL,ALABAMA,STATE,MUMPS,2,0.05
198235,AL,ALABAMA,STATE,MUMPS,2,0.05
198713,AL,ALABAMA,STATE,MUMPS,2,0.05
198719,AL,ALABAMA,STATE,MUMPS,2,0.05
198720,AL,ALABAMA,STATE,MUMPS,2,0.05
198736,AL,ALABAMA,STATE,MUMPS,2,0.05
198810,AL,ALABAMA,STATE,MUMPS,2,0.05
198815,AL,ALABAMA,STATE,MUMPS,2,0.05
198826,AL,ALABAMA,STATE,MUMPS,2,0.05
198840,AL,ALABAMA,STATE,MUMPS,2,0.05
198922,AL,ALABAMA,STATE,MUMPS,2,0.05
198923,AL,ALABAMA,STATE,MUMPS,2,0.05
199018,AL,ALABAMA,STATE,MUMPS,2,0.05
199042,AL,ALABAMA,STATE,MUMPS,2,0.05
199046,AL,ALABAMA,STATE,MUMPS,2,0.05
199123,AL,ALABAMA,STATE,MUMPS,2,0.05
199232,AL,ALABAMA,STATE,MUMPS,2,0.05
199306,AL,ALABAMA,STATE,MUMPS,2,0.05
199308,AL,ALABAMA,STATE,MUMPS,2,0.05
199319,AL,ALABAMA,STATE,MUMPS,2,0.05
199321,AL,ALABAMA,STATE,MUMPS,2,0.05
199425,AL,ALABAMA,STATE,MUMPS,2,0.05
199435,AL,ALABAMA,STATE,MUMPS,2,0.05
199448,AL,ALABAMA,STATE,MUMPS,2,0.05
199605,AL,ALABAMA,STATE,MUMPS,2,0.05
199927,AL,ALABAMA,STATE,MUMPS,2,0.05
196833,AL,ALABAMA,STATE,MUMPS,3,0.09
196842,AL,ALABAMA,STATE,MUMPS,3,0.09
196901,AL,ALABAMA,STATE,MUMPS,3,0.09
196906,AL,ALABAMA,STATE,MUMPS,3,0.09
196913,AL,ALABAMA,STATE,MUMPS,3,0.09
196921,AL,ALABAMA,STATE,MUMPS,3,0.09
196929,AL,ALABAMA,STATE,MUMPS,3,0.09
196947,AL,ALABAMA,STATE,MUMPS,3,0.09
197020,AL,ALABAMA,STATE,MUMPS,3,0.09
197034,AL,ALABAMA,STATE,MUMPS,3,0.09
197039,AL,ALABAMA,STATE,MUMPS,3,0.09
197052,AL,ALABAMA,STATE,MUMPS,3,0.09
197143,AL,ALABAMA,STATE,MUMPS,3,0.08
197215,AL,ALABAMA,STATE,MUMPS,3,0.08
